0		64975_B3
4		71471
2		82670
-21		39601114592576419_A0
4		78732
4		21032
4		88075
-31		45515
4		27370
2		38348
2		88582
-21		41575425159218709_A0
0		9277_B0
-31		13054
2		71441
2		5700
-21		40634402119619233_A0
-21		41201475241669669_A1
0		65940_A3
2		47330
2		61562
-21		42226344632804603_A2
-21		40576948342102228_A0
4		22690
4		63893
-31		82801
-31		85685
-31		5352
-21		42111591696568519_A0
-21		43369858200505728_A0
2		15215
2		3363
2		56923
2		57862
2		66579
2		22273
4		60290
-21		43158751967991990_A0
2		53864
2		31098
4		43709
0		66519_A2
2		49955
-21		41760413695627505_A0
0		25542_A1
2		86636
-21		42143048037046178_A0
-31		22401
-22		42635225519388769
4		32840
-21		40674233646333556_B3
2		6665
2		8718
4		45372
-22		42081226277805658
2		67369
-21		41618739904402934_A0
-21		70405058126183087_A0
-31		35363
4		89671
-22		41219329420720484
-21		41223856316243477_A0
4		31990
4		75181
-21		44240370762010304_A0
-31		17474
-31		77227
-21		41100169848058263_A0
2		56881
-21		41667797020840678_A0
-22		44789709964073503
-31		53401
2		30626
2		8643
2		18526
-31		36293
0		4812_A1
-21		43194069484067227_A0
4		77839
2		38829
0		15018_B1
-31		58214
2		64930
4		75061
-22		41029951427739504
2		6732
0		10210_A0
4		12725
-22		42089446845215428
-31		52393
2		1738
-31		47283
2		61630
4		67045
2		45385
2		31299
2		71214
-21		70391451669759577_A0
2		14034
-21		44209446997486368_A0
2		53557
2		31865
2		49628
-22		43703972296414223
4		59583
4		6131
4		36911
-21		40594128211283774_A0
2		11033
-31		59608
4		64726
0		66108_B1
2		56218
-31		78388
-22		40963963550199224
2		76314
-22		43703963706488134
2		62870
2		86772
-31		39333
-31		44979
4		3350
0		10183_A3
4		76601
2		1815
4		78644
4		77035
-22		43703547094660247
-22		42705581378663232
4		48541
-31		56939
4		68032
-31		61360
2		57507
2		27251
2		76106
2		74910
-21		46897344905481612_A0
4		48705
2		60818
2		36814
-31		77260
4		76255
-22		41232802733118636
2		34081
2		81562
4		65023
-31		74176
-31		25953
0		2295_A3
0		4529_A1
-21		44288878122635731_A2
4		2524
0		11053_B2
0		22863_B1
-21		45849780907168695_A0
2		30528
2		67744
4		77675
-21		42714794083491110_A0
-31		55547
-31		59387
-22		41201612680616946
2		77912
-21		41091794661809057_A0
2		71793
2		72298
-22		42200080907793268
2		88636
2		48493
0		92033_B2
-22		42173288901804891
-22		41610227279224394
2		38430
-31		37345
-21		46892543132062106_A1
4		23193
4		38351
-31		51257
-31		49624
-21		39996685375506150_A0
2		53689
-21		38549869807291813_A0
4		71652
-21		40000537961170602_A0
4		9609
0		6411_B3
-21		43136070245700960_A0
-31		57383
2		58831
4		31491
-21		42771032385258379_A1
4		34922
4		85465
-21		42723323888552303_A0
2		47248
-22		41623129360989779
2		28893
4		56866
2		80112
4		46644
0		68710_B0
0		67468_A2
4		18401
2		71370
4		22933
2		87388
-21		42168633157223258_A2
4		37184
-21		42631248379664221_A0
2		12063
-21		42234741293848199_A1
-21		40981431182193979_A0
-22		43110755708455977
2		53262
-31		49561
2		34529
2		24100
4		3833
-21		41157761064506501_B2
4		32303
4		25023
4		73687
0		40893_B2
2		18875
-21		43743133808217841_A3
-21		42674550239947481_A1
4		51624
2		32849
-31		66766
0		21934_A0
2		27217
0		7049_A1
4		77126
-21		41658442582065625_A0
-21		44760048919908842_A1
2		64992
4		28584
4		75793
4		54018
-31		20207
-31		80018
-31		81565
-31		63535
4		59729
2		80802
-21		42231142111267582_A0
4		3440
-22		41007531698445552
4		9289
2		54328
4		76855
2		66495
4		42423
-21		70355580102908479_B3
2		86994
-31		46806
4		14378
-31		7250
2		69870
2		55182
4		49144
4		18011
2		73611
4		86079
-21		42235415603712721_A0
4		34330
2		89398
4		51946
-21		46896515976811951_A0
4		56716
-31		64324
-31		71778
2		48544
4		70481
4		54610
-21		45269651084563595_A0
0		15782_B1
2		18141
-21		43250552598974485_A0
4		36438
4		84437
4		31005
-31		70092
4		9197
4		87453
2		13476
4		51766
-21		40114749731508804_A0
2		62818
-21		43365730736937076_A0
-31		64792
4		85587
-22		41016323496505935
-22		42283252949481694
0		8744_A1
2		51068
-31		7507
-31		29700
-21		42705319385652486_A1
4		64232
-31		8382
-21		40664484070562661_A0
2		80554
2		44978
2		84992
0		99582_B2
2		13172
-31		10658
2		34078
4		67341
2		59012
-21		40655984330298657_A0
-31		86071
4		72993
2		55973
-31		53009
4		67167
-31		20992
-21		70404229197493840_A0
-31		46914
2		82567
-21		41755753656097826_A0
4		40929
-21		44284767838929820_A0
-31		34458
-21		69603926466383226_A0
2		32385
4		43553
-22		41118028322075335
4		3148
4		64162
4		46668
-21		42239276779312933_A0
0		23267_A2
-31		49006
-31		85844
4		12217
-21		42683470886998171_A1
0		84723_B1
2		26922
4		62805
-21		70360235847478976_A0
-31		30049
-31		66781
4		10132
-31		13025
0		25157_A1
2		51188
-31		67934
-21		44169890348682356_A0
4		83178
4		86199
2		3553
2		66804
4		7317
-31		65717
2		87044
4		76849
-31		44148
-22		42177686948315096
-21		69595662949302701_A1
2		84584
4		14651
-31		42780
-21		41619152221264200_A0
2		55729
-21		41156953610671524_A0
-31		15343
-31		71219
-31		51241
-21		45855020767270960_A0
2		85524
-31		16220
4		62623
4		53065
4		26423
2		4548
-31		49672
2		10141
0		18342_A0
-22		42173452110557415
-21		40625331148689431_A0
4		27216
4		87025
4		71814
2		81518
4		7822
2		34961
0		20257_B1
-31		66685
-22		42283106920596861
4		52475
4		65579
2		66202
4		83607
-31		71303
2		59954
-31		66152
-22		43721693331489782
-22		43106233107898446
2		18030
-21		39626407654982111_A0
-21		41698295583628703_A0
4		29656
-21		41672611679198465_A0
-31		21499
-31		11180
4		61499
4		29587
2		1672
0		8964_A1
-22		42696789580605870
0		8263_A1
-31		50788
-21		42085323676607215_A0
-21		41051383314516019_A0
-31		433
-31		57769
4		85369
-31		64152
2		49118
-31		19475
-21		39627232288704414_A0
2		53883
0		2855_A2
-22		42710280072886476
2		72421
-21		40625468587640261_A0
0		73098_B0
-22		42705882026367762
-31		62205
0		2022_A2
-21		36434138852495333_A2
2		55147
4		11831
0		21006_A0
-31		74908
4		53987
-22		42639889853874135
-22		41646219105169283
2		34519
4		43847
-22		44759752567188546
2		15998
2		46559
-21		43246158847437175_A1
0		10547_B2
4		36529
-31		82583
-31		17350
4		10170
2		28993
4		16604
2		48483
2		44710
4		22580
2		34468
4		71824
2		23723
2		59461
-21		42634671468580424_A0
2		39389
4		63655
4		56892
-21		39595780243196671_A0
2		47397
0		65240_A1
2		62118
0		22803_A1
4		62133
2		61558
2		27819
-22		43730330510713977
-31		62214
4		13534
4		74797
-31		70525
4		76709
-21		40110476239044996_A0
-21		43360782934624355_A0
2		51707
4		80517
2		57412
4		73431
0		20767_B1
-31		68435
-21		43277344604968756_A0
4		143
4		22555
-21		43149264385220164_A0
-21		42706015170331822_A0
-22		42261524709926457
2		89338
-21		42063346328932369_A0
4		65253
-31		5893
4		16704
0		3891_A2
2		72020
2		78614
4		6586
-31		61572
4		35807
2		62307
-21		41566087900320415_A0
-21		42068281246377520_A0
4		37332
4		21513
4		4454
-31		60131
-21		74643787120404500_A0
-31		14
-21		43269093972795672_A1
4		74163
4		42155
4		60939
4		11929
4		78884
2		18312
4		64801
-22		42701063073067619
2		46670
-31		18836
4		48435
2		28017
4		52350
4		61087
4		1100
-31		55134
4		64894
2		29476
2		66469
4		1381
4		71123
-31		73378
-21		42291765574657561_A0
2		46526
-31		24136
4		21006
-22		42635079490493142
0		21434_B1
2		57364
2		47864
-22		41566216749339348
2		13803
4		36776
2		47663
4		20772
-21		43875466045554947_A0
2		49366
0		15978_A0
2		60834
4		88517
2		63748
-22		42669881610492633
4		7828
4		56383
2		35517
-31		47070
-21		42674541649986321_A0
2		68225
2		65572
2		33888
4		15112
4		58265
-21		41742280343703066_A0
-22		41623962584643005
4		59534
2		73888
4		59540
-21		41623966879581288_A0
4		38918
4		35994
-31		504
-31		89462
4		49830
-31		41531
-22		42644025907373828
-21		42780627342199536_A0
-31		57405
2		68449
2		18649
0		16398_B1
4		28872
-31		57032
0		4812_B2
2		10441
-31		36251
4		28490
-31		3748
-31		64348
0		22121_A1
2		70420
2		3867
2		33038
2		82568
-21		41214665086211186_B2
2		52898
2		22270
2		7867
4		65901
2		22146
-31		6116
2		38137
-31		32672
2		84254
-21		42762373731211030_A0
4		42924
-31		62637
4		1133
0		4892_B2
-31		26061
-31		68816
-21		43114883172033314_A0
4		35825
0		5948_A3
2		55745
0		5610_B0
-21		43690636422957237_A0
-31		76686
-22		41575300605182766
2		83668
2		70646
2		45318
4		78735
2		56497
0		8217_B3
2		38758
-31		58722
0		9673_A2
4		76441
4		75351
0		2275_B3
-22		41201312032916198
2		25476
4		32447
0		95438_B3
-21		40677824238979921_A0
-21		42252333479905709_A2
-22		41654061715446926
2		29780
0		3430_B0
2		76299
2		73708
4		40097
4		65063
2		14407
-31		23104
-22		41654057420482147
0		6654_A3
-21		41711631457059210_A0
2		21957
4		54750
-31		5571
2		43848
2		27948
4		83562
2		64667
2		74868
-21		41720564989038589_A0
2		58527
2		66951
2		76594
-31		12462
2		19560
2		29448
4		4199
4		136
-22		43115158049935201
2		58233
-31		22763
-22		44764167793572566
2		51717
-21		40655975740345107_A0
0		18208_A1
4		58510
-21		41157494776549214_A0
2		17671
4		18368
2		43161
0		8814_B2
4		71261
-31		58680
-22		42669855840695215
-31		82936
2		22539
4		79511
4		2717
4		29755
4		26701
0		17160_A3
0		13526_A0
-31		81817
-22		44187456764931611
-31		19818
4		70151
2		69214
4		3329
-22		41100736783737596
-21		41728961650116466_A0
2		62552
-22		42089468320053788
4		69711
-22		42279267219835587
0		9641_A2
2		51289
2		18802
-21		41615308225514770_A0
-21		42204620688216918_A0
-31		69002
-22		43127261267779748
-21		41610085545306594_A0
-22		42045878696964760
-31		31437
-21		41605674613867748_A0
2		23127
-22		43752453887264557
-21		70400359431939157_A0
-31		75298
2		17353
4		54262
4		37569
2		83910
-31		37515
-31		35628
4		89097
4		54140
4		80969
0		68519_A0
2		39253
4		50516
-22		42173568074676815
0		5523_A0
2		5052
4		16451
-31		38752
4		40085
2		39564
2		11020
-21		37484846766883339_A0
2		84334
4		6248
0		5428_B1
4		33123
2		88232
4		30911
0		101118_B3
-22		42186912538060778
4		22358
4		27289
4		85232
-22		42085327971568354
2		85966
-21		40638924720183293_A0
-31		21333
2		47170
-22		44178939844784843
4		76351
2		80544
4		54889
4		42478
-21		41601414006335224_A0
0		88289_B1
-22		42661338920542147
0		25533_A2
4		54674
-21		42669997574615888_A0
-22		43708224314041730
-31		68450
-22		42644154756391691
0		6767_A3
4		78107
4		28346
-21		39622426220320630_A0
2		55631
2		26745
-22		41579552622801012
2		22910
-22		42085353741370554
4		976
-31		14892
-21		44271711138352782_A0
2		44795
2		27653
4		74971
2		84002
-31		17385
-22		45837419991291614
4		61501
-31		19910
0		4892_A3
2		43020
2		12868
4		31456
4		32431
4		24151
4		69745
4		34005
-21		40176863548542030_A0
-21		43198604969513216_A0
4		79704
2		75802
-21		44438437473826150_A0
2		41781
-31		68326
4		40681
-22		41104310196534030
2		43754
-21		41750814443703281_A0
2		81108
0		5178_A3
-22		41561977616623510
0		64956_B2
4		6256
-31		28215
2		29234
4		65763
0		5261_A0
2		88413
-31		47392
-21		41716450410379891_A0
2		39466
-21		41087405205228807_A0
0		49790_B3
2		29945
4		53824
2		36670
2		72906
4		71179
4		43324
-21		41201200363733281_A0
4		57825
4		55230
2		39777
2		64311
-21		43127269857718346_A0
-22		41030084571718312
-21		39939635324922011_A2
4		65811
4		7003
-31		27921
-31		36388
-21		44214390504840051_A0
-21		69608595095837183_A0
-22		43774048982822415
2		66547
4		35498
0		68376_A3
4		12207
0		4565_A3
0		14963_B0
-31		4916
4		49352
-31		58969
-31		59297
-31		17692
-22		40982096902119828
-21		39614308732115219_A0
-21		39617899324789066_A0
-22		43725520147339776
2		67320
-31		40062
4		45183
2		46464
-22		44183608474236560
2		40292
2		49024
4		89255
4		88117
4		75257
4		36232
2		30485
4		7231
2		29137
0		95623_A1
4		24387
4		70291
4		65414
-31		51821
4		53917
-21		42723049010626911_A0
0		19948_A1
0		6065_A1
4		27999
4		46118
-31		26447
-31		71026
2		64470
-21		41693910422018755_A0
2		67861
2		51709
0		15377_A2
-22		41202016407549644
4		16016
-31		62918
-22		43760571375443713
2		58063
4		6071
0		68053_B1
2		49648
-21		41605936606878092_A0
2		13715
-22		45828761337229529
-21		41597020254780643_A0
-21		70343348036049908_A0
2		61033
-31		4345
2		66601
-21		69559662533432430_A0
2		16880
-22		42705181946702701
-21		45836719911601249_A0
2		88870
2		3896
4		46004
-31		24882
-22		41593305108090225
0		67136_B3
4		76720
-21		42740632606739177_A1
-21		44293301938946535_A0
-31		53799
2		59614
-22		41593180554029779
-31		30289
4		26086
-31		84838
2		10008
4		14369
-31		39740
2		67959
2		48333
2		64427
2		12596
-31		423
-21		41065402087771457_A0
2		67606
2		38775
-21		38535851034043051_A2
-22		41588894176662925
-21		69599786117897566_A2
2		21969
0		9967_B1
-31		28894
0		4771_B0
4		48991
4		1401
4		66177
4		48720
4		18949
2		55882
-21		42713973744734344_A0
-22		41117341127309778
2		6491
0		10210_B1
4		66783
0		17017_A1
0		22378_B2
-31		28522
4		56530
-31		4315
-31		66884
4		72711
2		58387
-21		74644074883193896_A0
2		5156
-22		42718655259102849
4		61431
-21		42160249381066786_A0
-21		42705443939704886_A0
4		37963
4		82200
4		69573
2		30565
-22		42204650752987791
4		76672
-22		42283785525434702
-31		66844
-31		20091
2		6874
0		99397_A0
-22		41205306352498607
-21		69555401925859587_A0
4		20681
4		89357
-21		69590444564046215_A0
-22		41641395856888862
4		23593
-21		43118598318738503_A2
4		76337
-31		66902
-21		69573406428762582_A0
2		39377
-21		42679197394541817_A0
4		80999
-22		44178682146742816
-21		45318433323114468_A0
4		82680
-21		42692541857928026_A0
-22		41583963554222066
0		16342_B0
0		8586_A3
2		41928
-31		86155
4		28250
2		81873
2		33685
4		55739
4		46412
0		100247_B1
2		5432
4		81016
-22		42032568593312914
2		82466
2		73374
2		46731
4		45592
4		2452
2		80288
2		32137
-31		83996
-22		42678810847510053
4		60484
4		62535
2		11104
4		20974
-22		42036674582039626
4		78523
0		18325_B3
4		76872
-31		42452
4		50386
0		14014_B1
2		65924
-31		62843
4		45791
2		47668
2		31370
2		51022
-22		43123537531131165
0		6223_A1
2		65820
-21		41224019525004948_A0
0		13347_A2
-31		44144
2		86364
2		68844
2		32112
4		64152
-21		42714519205600975_A1
2		76514
4		75255
-22		43127931282677449
4		40891
2		59077
0		4823_A0
2		75722
-21		40643198212638982_A0
2		2338
2		32528
-31		18100
4		34563
4		16630
0		87931_A1
2		55092
-22		42683475181988964
-31		57298
-22		42656936579069453
2		21558
-21		41614599555912336_A0
-31		7363
0		6387_A0
2		10817
4		50477
4		91
-22		43735166643888584
-21		40695966180850207_A1
-22		42652817705435894
2		24890
4		49722
-31		83770
-21		42820214055767563_A0
2		75152
4		89191
2		55943
2		53407
-31		53354
-22		42090134039978958
-31		12770
0		6068_A0
2		16822
4		79206
-31		10576
-31		63318
4		14005
2		12627
-31		2645
2		43747
4		20735
-31		24772
0		4410_B2
0		68376_A0
-31		748
-31		20495
2		22468
0		2197_B0
-21		42666166463777630_A0
0		6209_B2
4		58970
4		53143
-22		42287380413050227
2		80648
0		99431_A1
4		53718
4		22363
4		39049
-31		80262
4		71083
4		81592
0		8928_A1
-31		1557
0		25533_B0
-22		43699973681874060
0		68099_A0
4		69981
-21		41667930164839410_A0
-21		43347296737303484_A0
-31		24875
-31		73822
-31		16249
-31		29520
-21		40089310640223633_A0
4		87475
-21		70369598876159831_A0
2		32914
4		57313
-31		71400
2		51605
2		37695
2		34158
2		62570
-31		83062
0		5189_B2
4		53382
4		49892
0		91304_A2
0		10400_B3
0		89107_A0
2		70728
2		84240
2		60233
4		77369
0		84662_B2
0		8642_A3
2		82261
0		88044_A2
-21		46910118138235514_A0
-31		32779
2		43686
-31		1178
-31		14796
2		30811
4		87211
4		48869
-21		41245043389910706_A0
0		4849_B3
-21		40999555944158749_A0
2		45416
-31		40458
4		63818
4		5665
4		43651
4		22815
4		33521
-21		44798501762122768_A0
-31		53700
0		7843_B0
2		66240
-31		33478
2		27039
2		47381
-31		22684
2		37243
2		62639
-22		42203671500447179
2		31126
2		84370
2		51190
-21		41605962376704071_A0
-21		40044797599157719_A0
2		29752
0		99548_B3
2		82417
0		3574_B3
0		88416_B0
0		8123_B0
0		4121_B1
0		19435_B0
4		75513
2		24350
4		25845
-31		20291
2		6557
2		78471
4		7251
-22		41641675029764574
2		37603
2		31965
-21		42802346991816016_A0
2		75748
-21		37489227633547078_A0
-31		40225
-22		42666428456785125
4		68317
2		46017
4		83481
2		89034
-31		72408
-31		67050
2		70403
-21		44776953911199272_A1
-31		40952
2		69070
-31		14784
-21		39617620151896124_A0
-21		41724555013666204_A0
-31		48747
-31		61046
-31		20504
4		46660
-21		41689117238518585_A1
0		22441_B2
4		30885
0		5778_B3
4		48258
2		27463
4		51400
-22		42678673408556438
-31		25697
0		5331_A2
0		16431_B0
0		19980_A0
-31		20842
-31		43537
4		12503
2		14635
4		71257
-21		45370389542494278_A0
2		6423
2		38240
4		11134
-21		42727859374015589_A0
-31		17171
2		44126
2		46149
0		14048_B1
4		52107
4		79148
4		66605
0		3537_B3
0		20641_A3
-21		40620516490348672_A1
2		47794
-21		41201196068771879_A0
4		18366
4		58780
-21		41715484042738213_A0
0		20767_B0
4		15520
4		33270
2		70376
2		48175
-31		42372
4		66419
-21		40669028145979694_A0
4		26731
4		4811
-31		13205
-21		42274585705475373_A0
-31		83744
2		74943
-21		43338487759373206_A0
2		67376
4		53788
4		14494
4		48022
4		48779
-31		83570
4		88909
-21		44183483920189580_A0
2		61714
-31		37149
-21		41571048587550999_A1
4		9780
-31		56299
-22		42036807726034259
2		58799
4		46234
2		48373
-21		39609519843578991_A0
2		39620
2		6727
4		28263
-31		29506
-31		10982
2		75775
0		7311_A2
2		76360
-31		10532
0		7862_B3
0		22569_A3
-31		55672
2		27365
-31		45501
4		7797
4		79384
-21		41183857285797722_A0
-21		42639499011843470_A0
2		21053
4		68384
-21		42709455439138597_A1
4		27897
-31		73504
-22		43101152161584754
-21		42270587090901011_A0
2		87104
2		33826
4		47818
2		38148
2		28567
-22		40964380162020985
-22		41236633843957538
4		68817
2		17987
-21		41750814443705400_A0
4		80395
0		5775_B0
-22		43704517757262698
-21		41219591413698843_A0
-21		40132616795462351_A0
-22		41210005046722002
-21		44275834306957521_A0
0		20005_A1
2		6268
0		14194_B1
0		3930_A3
2		75216
-31		43666
0		68170_B2
-22		42666557305804754
2		20518
4		89201
4		34169
4		30072
-31		68553
2		7972
-31		16131
-31		65336
-21		44161339068783482_A0
-31		68181
-21		43765102565920246_A0
-21		41746682685187424_A0
-31		43620
-22		44763897210630733
0		13541_A3
2		66076
4		63718
2		83572
-21		42644300785260771_A0
0		95399_A1
4		67791
2		61672
4		62278
-31		89558
4		39969
4		66359
4		6128
2		60983
2		39600
-31		75454
-22		42674936787005505
-31		81163
-21		41662849218528985_A0
2		49226
2		44586
2		50575
-22		43717561572947313
2		86474
4		21296
0		16761_B0
-31		36507
-31		78148
2		83830
4		5456
2		5588
0		6973_A0
2		28147
4		41547
0		101127_A0
-31		64030
-21		37480873922137593_A1
2		85352
0		3577_A0
-31		62813
4		79624
2		43780
-21		41659421834613461_A0
-31		40740
-22		41117899473062167
-21		40005344029594004_A0
-21		41663691032122770_A0
4		23993
-21		70377961177504864_A0
0		49664_A1
-31		74334
2		51865
-21		44759911480955639_A0
-21		42709704547262653_A0
-21		41179489304056463_B2
2		59837
-21		42231142111267582_A1
-21		70387027853446046_A0
-31		5799
-21		42714128363559467_A0
-21		41698321353435296_A0
4		1408
4		25050
4		15497
2		1203
2		19057
0		16565_B1
2		53875
4		63598
4		16610
2		78038
-21		42216852755061003_A1
